date,close,pct_change
2003/12/1,1168.51 ,0.022338196
2003/12/2,1168.40 ,-8.99E-05
2003/12/3,1172.47 ,0.003480823
2003/12/4,1178.65 ,0.00527434
2003/12/5,1176.66 ,-0.001690065
2003/12/8,1164.43 ,-0.010397217
2003/12/9,1169.28 ,0.004165139
2003/12/10,1184.68 ,0.013169677
2003/12/11,1184.63 ,-3.55E-05
2003/12/12,1183.11 ,-0.001289006
2003/12/15,1184.67 ,0.001324479
2003/12/16,1178.35 ,-0.005338177
2003/12/17,1169.41 ,-0.007585183
2003/12/18,1173.40 ,0.003407695
2003/12/19,1163.64 ,-0.008315174
2003/12/22,1195.44 ,0.027325461
2003/12/23,1201.08 ,0.004721286
2003/12/24,1212.33 ,0.009368227
2003/12/25,1209.06 ,-0.002699753
2003/12/26,1208.52 ,-0.000444147
2003/12/29,1199.25 ,-0.007669693
2003/12/30,1207.10 ,0.006540733
2003/12/31,1194.74 ,-0.010234463
2004/1/2,1204.61 ,0.008260347
2004/1/5,1240.47 ,0.029763916
2004/1/6,1251.14 ,0.008599987
2004/1/7,1266.27 ,0.012095417
2004/1/8,1284.34 ,0.014270281
2004/1/9,1266.41 ,-0.013962057
2004/1/12,1294.68 ,0.022329332
2004/1/13,1293.18 ,-0.001158584
2004/1/14,1277.96 ,-0.01177172
2004/1/15,1273.62 ,-0.003399947
2004/1/16,1284.30 ,0.008385573
2004/1/29,1311.95 ,0.021530083
2004/1/30,1281.33 ,-0.023334022
2004/2/2,1307.27 ,0.020239063
2004/2/3,1321.00 ,0.010502063
2004/2/4,1348.86 ,0.021096203
2004/2/5,1353.85 ,0.003697185
2004/2/6,1347.22 ,-0.004897142
2004/2/9,1368.84 ,0.01604785
2004/2/10,1363.06 ,-0.00422182
2004/2/11,1354.75 ,-0.006098769
2004/2/12,1345.66 ,-0.006710468
2004/2/13,1342.34 ,-0.002469424
2004/2/16,1373.30 ,0.023068012
2004/2/17,1380.37 ,0.005144542
2004/2/18,1391.36 ,0.007961662
2004/2/19,1385.98 ,-0.003864578
2004/2/20,1391.10 ,0.003691978
2004/2/23,1359.24 ,-0.022899946
2004/2/24,1356.31 ,-0.002151939
2004/2/25,1329.44 ,-0.019812521
2004/2/26,1335.86 ,0.004829846
2004/2/27,1351.61 ,0.011787885
2004/3/1,1366.91 ,0.011322793
2004/3/2,1363.19 ,-0.002721459
2004/3/3,1341.22 ,-0.016123164
2004/3/4,1349.85 ,0.006436701
2004/3/5,1341.76 ,-0.005993267
2004/3/8,1317.30 ,-0.018231305
2004/3/9,1314.17 ,-0.00237532
2004/3/10,1344.99 ,0.02345364
2004/3/11,1357.84 ,0.009556955
2004/3/12,1358.51 ,0.000494166
2004/3/15,1389.68 ,0.022938299
2004/3/16,1395.37 ,0.00409376
2004/3/17,1398.02 ,0.001900578
2004/3/18,1372.16 ,-0.018493337
2004/3/19,1393.57 ,0.015601645
2004/3/22,1399.55 ,0.004290416
2004/3/23,1389.52 ,-0.007166589
2004/3/24,1385.37 ,-0.002983764
2004/3/25,1385.86 ,0.000352251
2004/3/26,1386.48 ,0.000443767
2004/3/29,1371.70 ,-0.010657948
2004/3/30,1372.05 ,0.000254429
2004/3/31,1384.95 ,0.009405641
2004/4/1,1396.63 ,0.008432049
2004/4/2,1405.92 ,0.006648852
2004/4/5,1401.97 ,-0.00280813
2004/4/6,1410.43 ,0.006032939
2004/4/7,1408.77 ,-0.001172694
2004/4/8,1402.77 ,-0.004261152
2004/4/9,1370.28 ,-0.023164864
2004/4/12,1364.68 ,-0.004083119
2004/4/13,1353.83 ,-0.007951309
2004/4/14,1332.08 ,-0.016069226
2004/4/15,1318.85 ,-0.009926618
2004/4/16,1331.08 ,0.009273216
2004/4/19,1312.00 ,-0.014334203
2004/4/20,1301.09 ,-0.008320109
2004/4/21,1289.65 ,-0.008786506
2004/4/22,1296.44 ,0.005257999
2004/4/23,1276.31 ,-0.015525653
2004/4/26,1276.95 ,0.000503014
2004/4/27,1264.34 ,-0.009871185
2004/4/28,1258.11 ,-0.004929038
2004/4/29,1233.60 ,-0.019483162
2004/4/30,1239.72 ,0.004961089
2004/5/10,1206.59 ,-0.026727003
2004/5/11,1212.58 ,0.004963591
2004/5/12,1240.02 ,0.022630353
2004/5/13,1234.58 ,-0.004385427
2004/5/14,1207.26 ,-0.022126589
2004/5/17,1195.19 ,-0.009999495
2004/5/18,1209.61 ,0.012065037
2004/5/19,1209.58 ,-2.48E-05
2004/5/20,1201.71 ,-0.006503089
2004/5/21,1209.21 ,0.006241091
2004/5/24,1200.79 ,-0.006966515
2004/5/25,1177.71 ,-0.019218197
2004/5/26,1183.01 ,0.0045011
2004/5/27,1208.68 ,0.021697986
2004/5/28,1201.72 ,-0.005759166
2004/5/31,1206.84 ,0.004260556
2004/6/1,1224.11 ,0.014305116
2004/6/2,1211.93 ,-0.009944408
2004/6/3,1193.55 ,-0.015164217
2004/6/4,1192.78 ,-0.000651835
2004/6/7,1176.26 ,-0.013844175
2004/6/8,1160.33 ,-0.01354459
2004/6/9,1137.55 ,-0.019636638
2004/6/10,1139.51 ,0.001726524
2004/6/11,1140.53 ,0.000893366
2004/6/14,1115.41 ,-0.02202664
2004/6/15,1134.90 ,0.017475251
2004/6/16,1141.09 ,0.00545864
2004/6/17,1116.50 ,-0.021548638
2004/6/18,1103.40 ,-0.011733948
2004/6/21,1109.39 ,0.005426848
2004/6/22,1119.88 ,0.00945654
2004/6/23,1110.32 ,-0.008539293
2004/6/24,1099.90 ,-0.009381088
2004/6/25,1081.96 ,-0.016315075
2004/6/28,1069.51 ,-0.011508765
2004/6/29,1084.62 ,0.014128953
2004/6/30,1078.49 ,-0.005653609
2004/7/1,1112.39 ,0.031436691
2004/7/2,1114.95 ,0.002297757
2004/7/5,1116.42 ,0.001319348
2004/7/6,1121.28 ,0.004360382
2004/7/7,1110.62 ,-0.009506958
2004/7/8,1113.03 ,0.002163649
2004/7/9,1106.92 ,-0.005491331
2004/7/12,1083.18 ,-0.021444284
2004/7/13,1086.82 ,0.003357712
2004/7/14,1088.78 ,0.001807115
2004/7/15,1104.01 ,0.013986309
2004/7/16,1132.80 ,0.026079545
2004/7/19,1134.50 ,0.001502473
2004/7/20,1125.88 ,-0.007602461
2004/7/21,1125.66 ,-0.000190074
2004/7/22,1097.86 ,-0.024699244
2004/7/23,1101.60 ,0.003406631
2004/7/26,1087.27 ,-0.013009271
2004/7/27,1083.40 ,-0.00355938
2004/7/28,1089.52 ,0.00565074
2004/7/29,1104.17 ,0.013443535
2004/7/30,1088.68 ,-0.014028675
2004/8/2,1080.55 ,-0.007465024
2004/8/3,1073.58 ,-0.006447642
2004/8/4,1103.55 ,0.027914004
2004/8/5,1088.81 ,-0.013354163
2004/8/6,1088.24 ,-0.000526261
2004/8/9,1093.48 ,0.004813272
2004/8/10,1098.59 ,0.004670414
2004/8/11,1086.08 ,-0.011386455
2004/8/12,1074.82 ,-0.010367589
2004/8/13,1077.25 ,0.002258989
2004/8/16,1067.60 ,-0.008957108
2004/8/17,1072.51 ,0.004602865
2004/8/18,1071.83 ,-0.000636824
2004/8/19,1059.20 ,-0.011782685
