date,close,pct_change
2003-01-02,99.79,
2003-01-03,99.88,0.000901894
2003-01-06,99.93,0.000500601
2003-01-07,99.97,0.00040028
2003-01-08,99.95,-0.00020006
2003-01-09,99.99,0.0004002
2003-01-10,100.15,0.00160016
2003-01-13,100.21,0.000599101
2003-01-14,100.18,-0.000299371
2003-01-15,100.21,0.000299461
2003-01-16,100.3,0.000898114
2003-01-17,100.3,0
2003-01-20,100.36,0.000598205
2003-01-21,100.4,0.000398565
2003-01-22,100.4,0
2003-01-23,100.43,0.000298805
2003-01-24,100.5,0.000697003
2003-01-27,100.52,0.000199005
2003-01-28,100.51,-9.94827E-05
2003-01-29,100.62,0.001094418
2003-02-10,100.64,0.000198768
2003-02-11,100.64,0
2003-02-12,100.67,0.000298092
2003-02-13,100.65,-0.000198669
2003-02-14,100.68,0.000298063
2003-02-17,100.66,-0.000198649
2003-02-18,100.65,-9.93443E-05
2003-02-19,100.6,-0.000496771
2003-02-20,100.58,-0.000198807
2003-02-21,100.64,0.00059654
2003-02-24,100.67,0.000298092
2003-02-25,100.68,9.93345E-05
2003-02-26,100.67,-9.93246E-05
2003-02-27,100.7,0.000298003
2003-02-28,100.74,0.000397219
2003-03-03,100.74,0
2003-03-04,100.76,0.000198531
2003-03-05,100.79,0.000297737
2003-03-06,100.8,9.92162E-05
2003-03-07,100.84,0.000396825
2003-03-10,100.88,0.000396668
2003-03-11,100.86,-0.000198255
2003-03-12,100.9,0.000396589
2003-03-13,100.91,9.9108E-05
2003-03-14,100.93,0.000198196
2003-03-17,100.96,0.000297236
2003-03-18,100.96,0
2003-03-19,100.99,0.000297147
2003-03-20,101.02,0.000297059
2003-03-21,101.06,0.000395961
2003-03-24,101.08,0.000197902
2003-03-25,101.04,-0.000395726
2003-03-26,101.08,0.000395883
2003-03-27,101.1,0.000197863
2003-03-28,101.14,0.000395648
2003-03-31,101.1,-0.000395491
2003-04-01,101.07,-0.000296736
2003-04-02,101.03,-0.000395765
2003-04-03,101.03,0
2003-04-04,101.07,0.000395922
2003-04-07,101.04,-0.000296824
2003-04-08,101.07,0.000296912
2003-04-09,101.05,-0.000197883
2003-04-10,101.05,0
2003-04-11,101.08,0.000296883
2003-04-14,101.08,0
2003-04-15,101.11,0.000296795
2003-04-16,101.16,0.000494511
2003-04-17,101.13,-0.00029656
2003-04-18,101.1,-0.000296648
2003-04-21,101.11,9.8912E-05
2003-04-22,101.13,0.000197804
2003-04-23,101.17,0.000395531
2003-04-24,101.16,-9.88435E-05
2003-04-25,101.15,-9.88533E-05
2003-04-28,101.17,0.000197726
